feature,importance_mean,importance_std,is_categorical
newutr_all.AGO2,0.017316626655147365,0.025409137911544543,False
newutr_all.HNRNPA2B1,0.017264031931819024,0.03452806386363805,False
newutr_200.HNRNPLL,0.01725263447886037,0.022472905855846076,False
utr3_all.ERI1,0.017241668034642787,0.02337501330366603,False
ejc_pm100.SRSF2,0.01718602996749402,0.028231969998366014,False
utr3_all.SRSF2,0.01682898314376669,0.021078728657506447,False
ejc_pm100.LIN28A,0.01667262486828711,0.020486625457580277,False
newutr_200.TIAL1,0.01664587739121316,0.03329175478242632,False
newutr_200.NOVA2,0.016627277694402497,0.020466003754397104,False
ejc_pm100.SRSF4,0.016556591357562926,0.02123403044493044,False
