feature,mean_abs_shap
utr3_200.IGF2BP3,0.00013614288320889348
utr3_200.CELF5,0.00013457342894016515
ptc_pm100.PABPC5,0.00013169050132489103
newutr_200.RBM6,0.00013125813347800058
ejc_pm100.PABPN1,0.00012860877521050565
ptc_to_ejc.IGHMBP2,0.000124122560166507
newutr_all.HNRNPD,0.0001226277246265909
ptc_pm100.IGF2BP1,0.00011954362205260339
utr3_200.IGF2BP2,0.00011052378794816148
ptc_pm100.SNRPB2,0.0001091078210253828
ptc_to_ejc.ELAVL1,0.00010605120176752462
utr3_200.ERI1,0.0001056034863052469
utr3_200.CELF4,0.00010508675326296821
ejc_pm100.SNRPB2,0.00010452314034086966
ejc_pm100.RBM6,0.00010098194263133584
ptc_to_ejc.PABPN1,0.00010064582736882568
newutr_all.TUT1,9.967737710847955e-05
ejc_pm100.KHDRBS1,9.858357588273148e-05
utr3_200.QKI,9.696109934414415e-05
ejc_pm100.HNRNPAB,9.130658885973679e-05
ptc_pm100.FXR2,9.067058250949436e-05
newutr_200.EIF4B,8.945672734642672e-05
newutr_200.RBM42,8.317663856642161e-05
ptc_to_ejc.IGF2BP2,8.18368024479363e-05
utr3_200.RBM24,8.037100002213805e-05
newutr_200.PABPC3,7.820907255021811e-05
ejc_pm100.RBM25,7.645225828823752e-05
ptc_pm100.NONO,7.470776281732035e-05
newutr_200.SNRPB2,7.428950587267706e-05
ptc_to_ejc.RBM6,6.986087546187289e-05
utr3_all.TUT1,6.962861171950864e-05
ejc_pm100.KHDRBS2,6.93908835939091e-05
utr3_200.ZC3H10,6.892531548393942e-05
ptc_pm100.KHDRBS1,6.851073051567412e-05
ejc_pm100.ELAVL2,6.835539892668961e-05
ejc_pm100.IGF2BP3,6.793257465015722e-05
ptc_to_ejc.U2AF2,6.773357382488268e-05
ejc_pm100.PABPC3,6.64487463605932e-05
ptc_pm100.RBM24,6.319299837467384e-05
ejc_pm100.TUT1,6.048342846072864e-05
ptc_to_ejc.RBM25,5.8498473704762165e-05
ptc_to_ejc.TUT1,5.763349262138556e-05
utr3_200.FXR1,5.6403377886120556e-05
utr3_200.YBX2,5.5278864754290183e-05
utr3_200.SNRNP70,5.196355339419636e-05
utr3_200.G3BP2,5.157566403618018e-05
ptc_to_ejc.RBM24,4.9754507514849765e-05
utr3_200.RBM3,4.8363649334223385e-05
newutr_200.HNRNPA1L2,4.73222828914171e-05
ptc_pm100.ELAVL3,4.480296323907974e-05
newutr_200.RBMY1A1,3.7838007384402835e-05
newutr_200.ELAVL3,3.5543212651379485e-05
ptc_to_ejc.IGF2BP1,3.455258580605496e-05
utr3_200.RBM42,3.2759833014728854e-05
ptc_pm100.RBMS1,2.793295326489644e-05
newutr_200.YBX2,2.7163528701758176e-05
ptc_pm100.RBM8A,2.1999727117668024e-05
ptc_to_ejc.HNRNPA1L2,1.641637900255777e-05
newutr_200.AKAP1,1.2298634894191177e-05
newutr_200.RBM3,7.418555571614968e-06
ejc_pm100.AKAP1,4.337454433633551e-06
newutr_all.RBM3,0.0
ptc_to_ejc.RALY,0.0
ptc_to_ejc.CELF5,0.0
ejc_pm100.PUM2,0.0
utr3_200.RBM8A,0.0
ptc_to_ejc.CELF4,0.0
ptc_to_ejc.RBM14,0.0
newutr_all.RBM8A,0.0
ejc_pm100.IGF2BP1,0.0
ejc_pm100.IGF2BP2,0.0
ptc_to_ejc.RBM28,0.0
ejc_pm100.NOVA1,0.0
utr3_200.SNRPB2,0.0
ejc_pm100.PPRC1,0.0
ptc_to_ejc.RBM4,0.0
ptc_to_ejc.YBX2,0.0
ptc_to_ejc.RBM42,0.0
utr3_200.ZFP36L2,0.0
utr3_all.AKAP1,0.0
ptc_to_ejc.RBM5,0.0
utr3_200.FXR2,0.0
ejc_pm100.RBFOX1,0.0
ejc_pm100.NONO,0.0
ejc_pm100.RALY,0.0
utr3_all.FXR2,0.0
ejc_pm100.RBM14,0.0
ejc_pm100.RBM24,0.0
newutr_all.ANKHD1,0.0
newutr_all.CELF4,0.0
ptc_to_ejc.SNRPB2,0.0
newutr_all.IGF2BP3,0.0
utr3_200.SART3,0.0
ptc_to_ejc.SRSF10,0.0
newutr_all.ELAVL1,0.0
ejc_pm100.U2AF2,0.0
ptc_to_ejc.SRSF4,0.0
utr3_200.KHDRBS2,0.0
utr3_200.SRSF4,0.0
newutr_all.HNRNPA1,0.0
newutr_all.HNRNPLL,0.0
utr3_all.HNRNPC,0.0
utr3_all.HNRNPA2B1,0.0
utr3_200.RALY,0.0
plus2_is_G,0.0
newutr_all.HNRNPH2,0.0
newutr_all.HNRNPH1,0.0
ptc_to_ejc.ZC3H10,0.0
utr3_200.HNRNPM,0.0
utr3_200.PABPN1,0.0
ptc_to_ejc.ZCRB1,0.0
ptc_to_ejc.RBM8A,0.0
newutr_all.PTBP1,0.0
ejc_pm100.RBM8A,0.0
ptc_to_ejc.RBMS3,0.0
newutr_all.PCBP1,0.0
utr3_all.IGF2BP1,0.0
ejc_pm100.SNRNP70,0.0
ptc_to_ejc.RBMY1A1,0.0
ejc_pm100.SRP14,0.0
utr3_200.RBM25,0.0
utr3_200.HNRNPD,0.0
utr3_200.HNRNPDL,0.0
utr3_all.ANKHD1,0.0
newutr_all.SFPQ,0.0
newutr_all.MBNL1,0.0
ptc_to_ejc.SART3,0.0
utr3_200.RBMS3,0.0
utr3_200.U2AF2,0.0
newutr_200.SNRNP70,0.0
ejc_pm100.A1CF,0.0
ptc_to_ejc.CPEB2,0.0
utr3_200.ANKHD1,0.0
newutr_200.KHDRBS1,0.0
ptc_pm100.G3BP2,0.0
newutr_200.IGF2BP3,0.0
utr3_all.SRSF1,0.0
newutr_200.HNRNPU,0.0
ptc_to_ejc.PABPC1,0.0
ptc_pm100.HNRNPDL,0.0
utr3_200.RBM6,0.0
ptc_to_ejc.HNRNPAB,0.0
ptc_to_ejc.PABPC3,0.0
newutr_200.HNRNPDL,0.0
newutr_200.KHDRBS3,0.0
ptc_pm100.HNRNPM,0.0
ptc_pm100.IFIH1,0.0
ptc_to_ejc.PABPC5,0.0
ptc_pm100.KHDRBS3,0.0
ptc_to_ejc.HNRNPA3,0.0
ptc_pm100.MATR3,0.0
ptc_to_ejc.HNRNPA1,0.0
ptc_pm100.NOVA1,0.0
utr3_all.RBMY1A1,0.0
utr3_all.RBMS3,0.0
ptc_pm100.FXR1,0.0
ptc_to_ejc.NOVA1,0.0
newutr_200.FXR2,0.0
ptc_pm100.AGO1,0.0
newutr_200.SRP14,0.0
ptc_to_ejc.MATR3,0.0
ptc_to_ejc.KHSRP,0.0
newutr_200.SRSF7,0.0
newutr_200.RBM8A,0.0
ptc_to_ejc.IGF2BP3,0.0
ptc_to_ejc.HNRNPM,0.0
newutr_200.U2AF2,0.0
newutr_200.ZCRB1,0.0
newutr_200.RBM28,0.0
ptc_pm100.ANKHD1,0.0
ptc_pm100.ELAVL4,0.0
newutr_200.RBM25,0.0
newutr_200.RBM14,0.0
newutr_200.RALY,0.0
newutr_200.PPRC1,0.0
ptc_pm100.CNOT4,0.0
ptc_pm100.CPEB2,0.0
utr3_all.ZNF638,0.0
newutr_200.PCBP1,0.0
newutr_200.PABPN1,0.0
ptc_pm100.ELAVL2,0.0
ptc_pm100.PPRC1,0.0
ptc_pm100.PUM2,0.0
ptc_to_ejc.CPEB4,0.0
ejc_pm100.CNOT4,0.0
newutr_all.TRA2B,0.0
ptc_to_ejc.ELAVL4,0.0
utr3_all.PPRC1,0.0
ptc_pm100.ZCRB1,0.0
ptc_to_ejc.PPRC1,0.0
ptc_pm100.ZNF638,0.0
ptc_to_ejc.ELAVL2,0.0
ejc_pm100.AGO1,0.0
ejc_pm100.CELF4,0.0
newutr_all.TIA1,0.0
ejc_pm100.CPEB2,0.0
utr3_200.EIF4B,0.0
ejc_pm100.CPEB4,0.0
ejc_pm100.DAZAP1,0.0
utr3_200.ELAVL3,0.0
ejc_pm100.ELAVL3,0.0
newutr_all.SRSF3,0.0
newutr_all.SRSF2,0.0
ejc_pm100.ESRP2,0.0
ptc_to_ejc.DAZAP1,0.0
ejc_pm100.FUS,0.0
newutr_all.SRSF1,0.0
ptc_pm100.TIAL1,0.0
utr3_200.DAZAP1,0.0
utr3_all.RBM8A,0.0
newutr_200.A1CF,0.0
ptc_pm100.RBFOX1,0.0
ptc_pm100.RBM14,0.0
ptc_pm100.RBM28,0.0
ptc_to_ejc.PCBP1,0.0
ptc_pm100.RBM42,0.0
ptc_pm100.RBM46,0.0
ptc_pm100.RBM6,0.0
ptc_pm100.RBMS3,0.0
ptc_pm100.RBMY1A1,0.0
utr3_200.CNOT4,0.0
ptc_to_ejc.FXR2,0.0
ptc_pm100.SSB,0.0
ptc_pm100.SNRNP70,0.0
utr3_all.RBM28,0.0
ptc_pm100.SRP14,0.0
newutr_all.ZNF638,0.0
ptc_to_ejc.FXR1,0.0
newutr_all.ZFP36L2,0.0
utr3_all.RBM25,0.0
ptc_to_ejc.FUS,0.0
utr3_all.RBM24,0.0
utr3_200.CPEB2,0.0
newutr_200.ZFP36,0.0
